Subject_ID	subject_id	query_id	ensembl_gene_id	external_gene_name	prefix
XM_017357738	XM_017357738.2	XM_039647195.1	ENSDARG00000042508	ubr3	XM
XM_001336254	XM_001336254.5	XM_039647197.1	ENSDARG00000113691	NA	XM
XM_021477357	XM_021477357.1	XM_039647198.1	NA	NA	XM
NM_001003766	NM_001003766.2	XM_039647199.1	ENSDARG00000009982	fam199x	NM
XM_021473032	XM_021473032.1	XM_039647200.1	ENSDARG00000088051	NA	XM
XM_021477695	XM_021477695.1	XM_039647201.1	ENSDARG00000096570	NA	XM
XM_002663304	XM_002663304.5	XM_039647202.1	ENSDARG00000093411	GAD1	XM
XM_021473566	XM_021473566.1	XM_039647203.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647204.1	ENSDARG00000109441	NA	XM
NM_001040328	NM_001040328.1	XM_039647205.1	ENSDARG00000102525	lck	NM
XM_005159205	XM_005159205.3	XM_039647206.1	NA	NA	XM
XM_021473566	XM_021473566.1	XM_039647207.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647208.1	ENSDARG00000109441	NA	XM
XM_021477695	XM_021477695.1	XM_039647210.1	ENSDARG00000096570	NA	XM
XM_021478827	XM_021478827.1	XM_039647211.1	ENSDARG00000086172	ACVR1C	XM
XM_021478827	XM_021478827.1	XM_039647212.1	ENSDARG00000086172	ACVR1C	XM
XM_021477264	XM_021477264.1	XM_039647217.1	ENSDARG00000060116	CAMK1	XM
XM_021477264	XM_021477264.1	XM_039647218.1	ENSDARG00000060116	CAMK1	XM
XM_005168773	XM_005168773.4	XM_039647219.1	ENSDARG00000091625	si:dkeyp-67f1.2	XM
XM_021477695	XM_021477695.1	XM_039647220.1	ENSDARG00000096570	NA	XM
XM_005168774	XM_005168774.4	XM_039647221.1	NA	NA	XM
NM_131125	NM_131125.1	XM_039647222.1	ENSDARG00000059280	hoxd3a	NM
NM_131166	NM_131166.2	XM_039647223.1	ENSDARG00000057859	hoxd10a	NM
NM_131126	NM_131126.3	XM_039647224.1	ENSDARG00000059274	hoxd9a	NM
NM_001126445	NM_001126445.2	XM_039647225.1	ENSDARG00000059276	hoxd4a	NM
NM_131167	NM_131167.1	XM_039647226.1	ENSDARG00000059267	hoxd11a	NM
XM_021477695	XM_021477695.1	XM_039647227.1	ENSDARG00000096570	NA	XM
NM_198356	NM_198356.1	XM_039647228.1	ENSDARG00000058467	prpf40a	NM
NM_198356	NM_198356.1	XM_039647229.1	ENSDARG00000058467	prpf40a	NM
NM_001309803	NM_001309803.1	XM_039647230.1	ENSDARG00000034718	tfpia	NM
NM_182872	NM_182872.2	XM_039647231.1	ENSDARG00000034718	tfpia	NM
NM_001309803	NM_001309803.1	XM_039647232.1	ENSDARG00000034718	tfpia	NM
NM_001309803	NM_001309803.1	XM_039647233.1	ENSDARG00000034718	tfpia	NM
NM_001309803	NM_001309803.1	XM_039647234.1	ENSDARG00000034718	tfpia	NM
NM_001309803	NM_001309803.1	XM_039647235.1	ENSDARG00000034718	tfpia	NM
NM_001309803	NM_001309803.1	XM_039647236.1	ENSDARG00000034718	tfpia	NM
XM_021477695	XM_021477695.1	XM_039647237.1	ENSDARG00000096570	NA	XM
XM_021473566	XM_021473566.1	XM_039647238.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647239.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647240.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647241.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647242.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647243.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647244.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647245.1	ENSDARG00000109441	NA	XM
XM_021477695	XM_021477695.1	XM_039647246.1	ENSDARG00000096570	NA	XM
XM_021473566	XM_021473566.1	XM_039647247.1	ENSDARG00000109441	NA	XM
XM_021473566	XM_021473566.1	XM_039647248.1	ENSDARG00000109441	NA	XM
XM_005172507	XM_005172507.4	XM_039647249.1	ENSDARG00000063730	osbpl6	XM
XM_009304413	XM_009304413.3	XM_039647250.1	ENSDARG00000063730	osbpl6	XM
NM_001127405	NM_001127405.1	XM_039647251.1	ENSDARG00000063730	osbpl6	NM
NM_001127405	NM_001127405.1	XM_039647252.1	ENSDARG00000063730	osbpl6	NM
XM_005172507	XM_005172507.4	XM_039647253.1	ENSDARG00000063730	osbpl6	XM
XM_017357614	XM_017357614.2	XM_039647254.1	ENSDARG00000063730	osbpl6	XM
XM_009304415	XM_009304415.3	XM_039647255.1	ENSDARG00000063730	osbpl6	XM
NM_001111185	NM_001111185.1	XM_039647256.1	ENSDARG00000057844	zgc:171470	NM
XM_017357723	XM_017357723.2	XM_039647257.1	ENSDARG00000078386	dync1i2a	XM
XM_021478769	XM_021478769.1	XM_039647258.1	ENSDARG00000078386	dync1i2a	XM
XM_003199175	XM_003199175.5	XM_039647259.1	ENSDARG00000061717	CYTIP	XM
XM_009304430	XM_009304430.3	XM_039647260.1	ENSDARG00000079872	RAPGEF4	XM
XM_009304430	XM_009304430.3	XM_039647261.1	ENSDARG00000079872	RAPGEF4	XM
XM_009304430	XM_009304430.3	XM_039647262.1	ENSDARG00000079872	RAPGEF4	XM
XM_009304430	XM_009304430.3	XM_039647263.1	ENSDARG00000079872	RAPGEF4	XM
NM_001111185	NM_001111185.1	XM_039647264.1	ENSDARG00000057844	zgc:171470	NM
XM_005167409	XM_005167409.2	XM_039647265.1	ENSDARG00000042282	ITGA6	XM
XM_005167409	XM_005167409.2	XM_039647266.1	ENSDARG00000042282	ITGA6	XM
XM_005167411	XM_005167411.4	XM_039647267.1	ENSDARG00000042282	ITGA6	XM
NM_001199724	NM_001199724.1	XM_039647268.1	ENSDARG00000042467	tlk1a	NM
XM_021478688	XM_021478688.1	XM_039647269.1	ENSDARG00000042467	tlk1a	XM
NM_001199724	NM_001199724.1	XM_039647270.1	ENSDARG00000042467	tlk1a	NM
NM_001199724	NM_001199724.1	XM_039647271.1	ENSDARG00000042467	tlk1a	NM
XM_017357683	XM_017357683.2	XM_039647272.1	ENSDARG00000074909	dcaf17	XM
XM_017357684	XM_017357684.2	XM_039647273.1	ENSDARG00000074909	dcaf17	XM
NM_001111185	NM_001111185.1	XM_039647274.1	ENSDARG00000057844	zgc:171470	NM
NM_001007336	NM_001007336.1	XM_039647275.1	ENSDARG00000017359	mettl8	NM
NM_001007336	NM_001007336.1	XM_039647276.1	ENSDARG00000017359	mettl8	NM
NM_001020500	NM_001020500.1	XM_039647277.1	ENSDARG00000095577	cybrd1	NM
XM_005167416	XM_005167416.4	XM_039647278.1	ENSDARG00000077620	cdca7a	XM
NM_001327940	NM_001327940.1	XM_039647281.1	ENSDARG00000006978	map3k20a	NM
NM_001327940	NM_001327940.1	XM_039647282.1	ENSDARG00000006978	map3k20a	NM
NM_001327940	NM_001327940.1	XM_039647283.1	ENSDARG00000006978	map3k20a	NM
XM_001919020	XM_001919020.6	XM_039647284.1	ENSDARG00000110045	NA	XM
XM_001919020	XM_001919020.6	XM_039647285.1	ENSDARG00000110045	NA	XM
XM_021478823	XM_021478823.1	XM_039647286.1	ENSDARG00000042508	ubr3	XM
XM_017356779	XM_017356779.2	XM_039647287.1	ENSDARG00000063108	NA	XM
XM_690470	XM_690470.9	XM_039647288.1	ENSDARG00000023369	NA	XM
XM_021475775	XM_021475775.1	XM_039647289.1	ENSDARG00000109697	NA	XM
XM_002667221	XM_002667221.6	XM_039647290.1	NA	NA	XM
XM_001920252	XM_001920252.7	XM_039647291.1	ENSDARG00000006892	MYO3B	XM
NM_180973	NM_180973.3	XM_039647292.1	ENSDARG00000076571	sp5a	NM
NM_001128295	NM_001128295.2	XM_039647293.1	ENSDARG00000104300	wipf1a	NM
NM_200113	NM_200113.1	XM_039647294.1	ENSDARG00000042821	agps	NM
XM_005168762	XM_005168762.4	XM_039647295.1	ENSDARG00000077038	pbrm1l	XM
NM_205561	NM_205561.2	XM_039647296.1	ENSDARG00000115476	stau1	NM
XM_005163533	XM_005163533.4	XM_039647297.1	ENSDARG00000079062	NA	XM
NM_205561	NM_205561.2	XM_039647298.1	ENSDARG00000115476	stau1	NM
XM_021477269	XM_021477269.1	XM_039647299.1	ENSDARG00000028862	NA	XM
XM_021477257	XM_021477257.1	XM_039647300.1	ENSDARG00000060153	H6PD	XM
NM_201476	NM_201476.1	XM_039647301.1	ENSDARG00000040031	tardbpb	NM
NM_001128750	NM_001128750.1	XM_039647302.1	ENSDARG00000111858	rbp7b	NM
NM_001128750	NM_001128750.1	XM_039647303.1	ENSDARG00000111858	rbp7b	NM
NM_213000	NM_213000.1	XM_039647304.1	ENSDARG00000101735	chn1	NM
NM_131415	NM_131415.1	XM_039647305.1	ENSDARG00000017354	epha2a	NM
NM_001328148	NM_001328148.1	XM_039647307.1	ENSDARG00000059351	hnrnpa3	NM
XM_009295754	XM_009295754.2	XM_039647308.1	ENSDARG00000087054	NA	XM
NM_001004506	NM_001004506.1	XM_039647310.1	ENSDARG00000010962	fkbp7	NM
XM_021479071	XM_021479071.1	XM_039647311.1	ENSDARG00000000563	NA	XM
XM_005168768	XM_005168768.4	XM_039647312.1	ENSDARG00000026086	cfap20dc	XM
NM_198915	NM_198915.2	XM_039647313.1	ENSDARG00000042590	rbm19	NM
XM_005172509	XM_005172509.4	XM_039647314.1	ENSDARG00000063731	rbm45	XM
XM_005172519	XM_005172519.4	XM_039647315.1	ENSDARG00000090804	GPR155	XM
XM_017356887	XM_017356887.2	XM_039647316.1	ENSDARG00000075541	NA	XM
XM_005172519	XM_005172519.4	XM_039647317.1	ENSDARG00000090804	GPR155	XM
XM_005172519	XM_005172519.4	XM_039647318.1	ENSDARG00000090804	GPR155	XM
XM_678484	XM_678484.6	XM_039647319.1	ENSDARG00000013128	PDK1	XM
XM_678484	XM_678484.6	XM_039647320.1	ENSDARG00000013128	PDK1	XM
NM_199480	NM_199480.1	XM_039647321.1	ENSDARG00000115902	lnpa	NM
NM_001004572	NM_001004572.2	XM_039647322.1	ENSDARG00000034916	hat1	NM
XM_017356887	XM_017356887.2	XM_039647323.1	ENSDARG00000075541	NA	XM
XM_005167400	XM_005167400.4	XM_039647324.1	ENSDARG00000013125	dlx1a	XM
NM_131305	NM_131305.1	XM_039647325.1	ENSDARG00000013125	dlx1a	NM
XM_005158499	XM_005158499.4	XM_039647326.1	ENSDARG00000059247	tmem54a	XM
XM_021471872	XM_021471872.1	XM_039647327.1	ENSDARG00000114130	NA	XM
NM_201176	NM_201176.1	XM_039647328.1	ENSDARG00000017775	atp5mc3a	NM
XM_003200987	XM_003200987.4	XM_039647329.1	ENSDARG00000100301	NA	XM
XM_017356887	XM_017356887.2	XM_039647330.1	ENSDARG00000075541	NA	XM
XM_021477359	XM_021477359.1	XM_039647332.1	ENSDARG00000086028	NA	XM
XM_009304428	XM_009304428.3	XM_039647336.1	ENSDARG00000016611	scrn3	XM
NM_001111160	NM_001111160.1	XM_039647337.1	ENSDARG00000060094	ptgis	NM
XM_017354580	XM_017354580.1	XM_039647338.1	ENSDARG00000099006	NA	XM
XM_009304424	XM_009304424.3	XM_039647339.1	ENSDARG00000023903	ATF2	XM
XM_005167979	XM_005167979.4	XM_039647341.1	ENSDARG00000018716	DGKH	XM
XM_005167979	XM_005167979.4	XM_039647342.1	ENSDARG00000018716	DGKH	XM
XM_021477673	XM_021477673.1	XM_039647343.1	ENSDARG00000105473	NA	XM
XM_695043	XM_695043.8	XM_039647344.1	ENSDARG00000004633	EPN3	XM
XM_005174101	XM_005174101.4	XM_039647346.1	ENSDARG00000101120	kif3b	XM
XM_017352149	XM_017352149.2	XM_039647347.1	NA	NA	XM
XM_009293856	XM_009293856.3	XM_039647348.1	ENSDARG00000017429	sphkap	XM
XM_009293859	XM_009293859.3	XM_039647349.1	ENSDARG00000017429	sphkap	XM
NM_001083045	NM_001083045.1	XM_039647350.1	ENSDARG00000017429	sphkap	NM
NM_001044354	NM_001044354.2	XM_039647351.1	ENSDARG00000005468	irf2bp1	NM
XM_005159261	XM_005159261.4	XM_039647352.1	ENSDARG00000061103	slc19a3b	XM
XM_009295263	XM_009295263.3	XM_039647353.1	ENSDARG00000036272	NA	XM
XM_005159260	XM_005159260.4	XM_039647354.1	ENSDARG00000021462	daw1	XM
NM_001030074	NM_001030074.2	XM_039647355.1	ENSDARG00000007383	kcnk6	NM
NM_131511	NM_131511.1	XM_039647356.1	ENSDARG00000116739	fzd9b	NM
XM_021467644	XM_021467644.1	XM_039647357.1	ENSDARG00000098984	pid1	XM
NM_001167569	NM_001167569.1	XM_039647359.1	NA	NA	NM
XM_009295263	XM_009295263.3	XM_039647361.1	ENSDARG00000036272	NA	XM
NM_200520	NM_200520.1	XM_039647363.1	ENSDARG00000111701	lbh	NM
XM_002665301	XM_002665301.6	XM_039647364.1	NA	NA	XM
NM_001166335	NM_001166335.1	XM_039647365.1	ENSDARG00000035966	pgr	NM
NM_001007388	NM_001007388.1	XM_039647366.1	ENSDARG00000011693	ttc36	NM
XM_682309	XM_682309.8	XM_039647367.1	ENSDARG00000060927	NA	XM
XM_021473425	XM_021473425.1	XM_039647368.1	ENSDARG00000112445	NA	XM
XM_021473425	XM_021473425.1	XM_039647369.1	ENSDARG00000112445	NA	XM
XM_001343319	XM_001343319.7	XM_039647370.1	ENSDARG00000105281	P2RY1	XM
XM_003197764	XM_003197764.5	XM_039647371.1	ENSDARG00000104284	NA	XM
XM_005159274	XM_005159274.4	XM_039647372.1	ENSDARG00000040319	c5ar1	XM
NM_001017890	NM_001017890.1	XM_039647373.1	ENSDARG00000009825	mmp23bb	NM
NM_001017890	NM_001017890.1	XM_039647374.1	ENSDARG00000009825	mmp23bb	NM
NM_001017890	NM_001017890.1	XM_039647375.1	ENSDARG00000009825	mmp23bb	NM
NM_001013547	NM_001013547.1	XM_039647376.1	ENSDARG00000074768	zgc:113295	NM
XM_021467712	XM_021467712.1	XM_039647378.1	ENSDARG00000054864	aplp2	XM
XM_021467713	XM_021467713.1	XM_039647379.1	ENSDARG00000054864	aplp2	XM
XM_005159251	XM_005159251.4	XM_039647380.1	ENSDARG00000054864	aplp2	XM
XM_021467712	XM_021467712.1	XM_039647381.1	ENSDARG00000054864	aplp2	XM
XM_021467926	XM_021467926.1	XM_039647382.1	ENSDARG00000099137	NA	XM
XM_021467926	XM_021467926.1	XM_039647383.1	ENSDARG00000099137	NA	XM
NM_001111185	NM_001111185.1	XM_039647384.1	ENSDARG00000057844	zgc:171470	NM
XM_021467926	XM_021467926.1	XM_039647385.1	ENSDARG00000099137	NA	XM
XM_001920900	XM_001920900.7	XM_039647386.1	ENSDARG00000105050	SHKBP1	XM
XM_001342008	XM_001342008.7	XM_039647387.1	ENSDARG00000041098	BARX2	XM
XM_001343647	XM_001343647.7	XM_039647390.1	ENSDARG00000040274	SCAMP5	XM
NM_200347	NM_200347.1	XM_039647393.1	ENSDARG00000059247	tmem54a	NM
XM_017351905	XM_017351905.2	XM_039647394.1	ENSDARG00000061233	abcc5	XM
XM_017351905	XM_017351905.2	XM_039647395.1	ENSDARG00000061233	abcc5	XM
XM_017351905	XM_017351905.2	XM_039647396.1	ENSDARG00000061233	abcc5	XM
NM_001111185	NM_001111185.1	XM_039647397.1	ENSDARG00000057844	zgc:171470	NM
XM_017351905	XM_017351905.2	XM_039647398.1	ENSDARG00000061233	abcc5	XM
NM_001348188	NM_001348188.1	XM_039647399.1	ENSDARG00000007813	rnpepl1	NM
XM_001920207	XM_001920207.7	XM_039647400.1	ENSDARG00000103462	DVL3	XM
NM_001045140	NM_001045140.1	XM_039647404.1	ENSDARG00000068250	si:ch211-151h10.2	NM
XM_021467943	XM_021467943.1	XM_039647405.1	NA	NA	XM
NM_001001729	NM_001001729.1	XM_039647408.1	ENSDARG00000103032	rap2b	NM
XM_017355915	XM_017355915.1	XM_039647412.1	NA	NA	XM
XM_021467927	XM_021467927.1	XM_039647413.1	ENSDARG00000077007	ABCC8	XM
XM_002667444	XM_002667444.6	XM_039647414.1	ENSDARG00000039500	si:cabz01090165.1	XM
NM_001039634	NM_001039634.2	XM_039647415.1	ENSDARG00000007990	wt1b	NM
XM_017351905	XM_017351905.2	XM_039647416.1	ENSDARG00000061233	abcc5	XM
NM_001007334	NM_001007334.1	XM_039647419.1	ENSDARG00000040505	yif1b	NM
NM_001007334	NM_001007334.1	XM_039647420.1	ENSDARG00000040505	yif1b	NM
XM_005169969	XM_005169969.4	XM_039647421.1	ENSDARG00000040505	yif1b	XM
XM_005169969	XM_005169969.4	XM_039647422.1	ENSDARG00000040505	yif1b	XM
XM_021477695	XM_021477695.1	XM_039647423.1	ENSDARG00000096570	NA	XM
XM_691901	XM_691901.6	XM_039647424.1	ENSDARG00000101677	CHRNB4	XM
XM_691901	XM_691901.6	XM_039647425.1	ENSDARG00000101677	CHRNB4	XM
XM_691901	XM_691901.6	XM_039647426.1	ENSDARG00000101677	CHRNB4	XM
XM_001921279	XM_001921279.5	XM_039647427.1	ENSDARG00000100991	CHRNA3	XM
XM_005173691	XM_005173691.4	XM_039647428.1	ENSDARG00000100766	ube2q1	XM
XM_005173691	XM_005173691.4	XM_039647429.1	ENSDARG00000100766	ube2q1	XM
NM_001308605	NM_001308605.1	XM_039647430.1	ENSDARG00000100766	ube2q1	NM
NM_001308605	NM_001308605.1	XM_039647431.1	ENSDARG00000100766	ube2q1	NM
XM_021467582	XM_021467582.1	XM_039647432.1	ENSDARG00000054632	fli1	XM
XM_005159278	XM_005159278.4	XM_039647433.1	ENSDARG00000054632	fli1	XM
NM_131348	NM_131348.2	XM_039647434.1	ENSDARG00000054632	fli1	NM
XM_695527	XM_695527.8	XM_039647435.1	ENSDARG00000061014	KCNJ5	XM
XM_695527	XM_695527.8	XM_039647437.1	ENSDARG00000061014	KCNJ5	XM
XM_005159281	XM_005159281.4	XM_039647438.1	ENSDARG00000091232	kcnj1a.1	XM
NM_201035	NM_201035.1	XM_039647439.1	ENSDARG00000091232	kcnj1a.1	NM
XM_021467922	XM_021467922.1	XM_039647440.1	NA	NA	XM
XM_021467923	XM_021467923.1	XM_039647441.1	NA	NA	XM
XM_021467922	XM_021467922.1	XM_039647442.1	NA	NA	XM
XM_021467924	XM_021467924.1	XM_039647443.1	NA	NA	XM
XM_021467925	XM_021467925.1	XM_039647444.1	NA	NA	XM
XM_017351927	XM_017351927.2	XM_039647445.1	ENSDARG00000061168	dhx34	XM
XM_005159249	XM_005159249.3	XM_039647446.1	ENSDARG00000061173	st14a	XM
NM_001040351	NM_001040351.1	XM_039647447.1	ENSDARG00000061173	st14a	NM
XM_021467701	XM_021467701.1	XM_039647448.1	ENSDARG00000061173	st14a	XM
NM_001111185	NM_001111185.1	XM_039647449.1	ENSDARG00000057844	zgc:171470	NM
XM_009293849	XM_009293849.3	XM_039647450.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647451.1	ENSDARG00000054978	KIFC3	XM
XM_009293850	XM_009293850.3	XM_039647452.1	ENSDARG00000054978	KIFC3	XM
XM_009293850	XM_009293850.3	XM_039647453.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647454.1	ENSDARG00000054978	KIFC3	XM
XM_005159245	XM_005159245.4	XM_039647455.1	ENSDARG00000054978	KIFC3	XM
XM_005159245	XM_005159245.4	XM_039647456.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647457.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647458.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647459.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647460.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647461.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647462.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647463.1	ENSDARG00000054978	KIFC3	XM
XM_009293854	XM_009293854.3	XM_039647464.1	ENSDARG00000054978	KIFC3	XM
XM_021478185	XM_021478185.1	XM_039647465.1	ENSDARG00000104859	NA	XM
XM_009293854	XM_009293854.3	XM_039647466.1	ENSDARG00000054978	KIFC3	XM
XM_005159245	XM_005159245.4	XM_039647467.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647468.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647469.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647470.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647471.1	ENSDARG00000054978	KIFC3	XM
XM_009293849	XM_009293849.3	XM_039647472.1	ENSDARG00000054978	KIFC3	XM
XM_001336151	XM_001336151.7	XM_039647473.1	ENSDARG00000077911	TREH	XM
XM_679831	XM_679831.9	XM_039647474.1	ENSDARG00000061338	DDX6	XM
XM_017352158	XM_017352158.2	XM_039647475.1	ENSDARG00000099803	NA	XM
XM_017352158	XM_017352158.2	XM_039647476.1	ENSDARG00000099803	NA	XM
XM_017352158	XM_017352158.2	XM_039647477.1	ENSDARG00000099803	NA	XM
XM_017352158	XM_017352158.2	XM_039647478.1	ENSDARG00000099803	NA	XM
NM_001111185	NM_001111185.1	XM_039647479.1	ENSDARG00000057844	zgc:171470	NM
NM_200626	NM_200626.1	XM_039647480.1	ENSDARG00000074431	ddb1	NM
XM_002665429	XM_002665429.6	XM_039647481.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647482.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647483.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647484.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647485.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647486.1	ENSDARG00000103288	PDPR	XM
XM_002665429	XM_002665429.6	XM_039647487.1	ENSDARG00000103288	PDPR	XM
NM_001040336	NM_001040336.1	XM_039647488.1	ENSDARG00000112691	st7	NM
NM_001111185	NM_001111185.1	XM_039647489.1	ENSDARG00000057844	zgc:171470	NM
NM_001040336	NM_001040336.1	XM_039647490.1	ENSDARG00000112691	st7	NM
NM_001040336	NM_001040336.1	XM_039647491.1	ENSDARG00000112691	st7	NM
NM_001080621	NM_001080621.1	XM_039647493.1	ENSDARG00000100342	zgc:158464	NM
NM_001080621	NM_001080621.1	XM_039647494.1	ENSDARG00000100342	zgc:158464	NM
NM_001080621	NM_001080621.1	XM_039647495.1	ENSDARG00000100342	zgc:158464	NM
NM_200360	NM_200360.1	XM_039647496.1	ENSDARG00000040286	ubl7b	NM
NM_001111185	NM_001111185.1	XM_039647498.1	ENSDARG00000057844	zgc:171470	NM
NM_199766	NM_199766.1	XM_039647499.1	ENSDARG00000020405	napab	NM
NM_001080167	NM_001080167.2	XM_039647500.1	ENSDARG00000078458	ppp1r37	NM
NM_001080167	NM_001080167.2	XM_039647501.1	ENSDARG00000078458	ppp1r37	NM
NM_001080167	NM_001080167.2	XM_039647502.1	ENSDARG00000078458	ppp1r37	NM
NM_213053	NM_213053.2	XM_039647503.1	ENSDARG00000018904	cstf3	NM
NM_001045269	NM_001045269.1	XM_039647504.1	ENSDARG00000055043	depdc7a	NM
NM_001045269	NM_001045269.1	XM_039647505.1	ENSDARG00000055043	depdc7a	NM
NM_001045269	NM_001045269.1	XM_039647506.1	ENSDARG00000055043	depdc7a	NM
NM_001111185	NM_001111185.1	XM_039647507.1	ENSDARG00000057844	zgc:171470	NM
NM_001017558	NM_001017558.1	XM_039647510.1	ENSDARG00000024431	ets1	NM
NM_001017558	NM_001017558.1	XM_039647511.1	ENSDARG00000024431	ets1	NM
NM_001017558	NM_001017558.1	XM_039647512.1	ENSDARG00000024431	ets1	NM
NM_001017558	NM_001017558.1	XM_039647513.1	ENSDARG00000024431	ets1	NM
NM_001017558	NM_001017558.1	XM_039647514.1	ENSDARG00000024431	ets1	NM
XM_021467872	XM_021467872.1	XM_039647515.1	ENSDARG00000010654	ARHGAP42	XM
XM_017352122	XM_017352122.2	XM_039647516.1	ENSDARG00000010654	ARHGAP42	XM
XM_021467872	XM_021467872.1	XM_039647517.1	ENSDARG00000010654	ARHGAP42	XM
XM_021467872	XM_021467872.1	XM_039647518.1	ENSDARG00000010654	ARHGAP42	XM
XM_021467873	XM_021467873.1	XM_039647519.1	ENSDARG00000010654	ARHGAP42	XM
XM_017352123	XM_017352123.2	XM_039647520.1	ENSDARG00000010654	ARHGAP42	XM
NM_001017678	NM_001017678.1	XM_039647521.1	ENSDARG00000111596	ppie	NM
NM_199975	NM_199975.1	XM_039647522.1	ENSDARG00000016301	zgc:65894	NM
XM_005159238	XM_005159238.4	XM_039647523.1	ENSDARG00000055054	bcl9l	XM
XM_005159238	XM_005159238.4	XM_039647524.1	ENSDARG00000055054	bcl9l	XM
XM_005159239	XM_005159239.4	XM_039647525.1	ENSDARG00000055054	bcl9l	XM
XM_005159238	XM_005159238.4	XM_039647526.1	ENSDARG00000055054	bcl9l	XM
XM_005159238	XM_005159238.4	XM_039647527.1	ENSDARG00000055054	bcl9l	XM
XM_005159238	XM_005159238.4	XM_039647528.1	ENSDARG00000055054	bcl9l	XM
XM_005159239	XM_005159239.4	XM_039647529.1	ENSDARG00000055054	bcl9l	XM
XM_021467635	XM_021467635.1	XM_039647530.1	ENSDARG00000017058	large2	XM
XM_021467636	XM_021467636.1	XM_039647531.1	ENSDARG00000017058	large2	XM
XM_017351916	XM_017351916.2	XM_039647532.1	ENSDARG00000017058	large2	XM
XM_021467635	XM_021467635.1	XM_039647533.1	ENSDARG00000017058	large2	XM
XM_005159252	XM_005159252.4	XM_039647534.1	ENSDARG00000061159	BICRA	XM
XM_003197773	XM_003197773.5	XM_039647535.1	ENSDARG00000088019	NA	XM
XM_005159253	XM_005159253.4	XM_039647536.1	ENSDARG00000061159	BICRA	XM
XM_001922789	XM_001922789.7	XM_039647537.1	ENSDARG00000061159	BICRA	XM
XM_005159252	XM_005159252.4	XM_039647538.1	ENSDARG00000061159	BICRA	XM
XR_002456081	XR_002456081.1	XM_039647539.1	NA	NA	XR
XR_002456081	XR_002456081.1	XM_039647540.1	NA	NA	XR
XR_002456081	XR_002456081.1	XM_039647541.1	NA	NA	XR
XR_002456081	XR_002456081.1	XM_039647542.1	NA	NA	XR
XR_002456081	XR_002456081.1	XM_039647543.1	NA	NA	XR
XR_002456081	XR_002456081.1	XM_039647544.1	NA	NA	XR
XM_005173693	XM_005173693.4	XM_039647545.1	ENSDARG00000012005	mob2b	XM
XM_009293895	XM_009293895.3	XM_039647546.1	ENSDARG00000012005	mob2b	XM
XM_005173694	XM_005173694.4	XM_039647547.1	ENSDARG00000012005	mob2b	XM
XM_005159248	XM_005159248.3	XM_039647548.1	ENSDARG00000067601	arfgap2	XM
NM_001111185	NM_001111185.1	XM_039647549.1	ENSDARG00000057844	zgc:171470	NM
NM_001037430	NM_001037430.1	XM_039647550.1	ENSDARG00000067601	arfgap2	NM
NM_199687	NM_199687.1	XM_039647554.1	ENSDARG00000103369	taldo1	NM
XM_009293860	XM_009293860.3	XM_039647555.1	ENSDARG00000033899	ap2m1b	XM
XM_009293860	XM_009293860.3	XM_039647556.1	ENSDARG00000033899	ap2m1b	XM
XM_005159256	XM_005159256.4	XM_039647557.1	ENSDARG00000033899	ap2m1b	XM
